,label,desc
911,bubur pedas,Indonesian porridge dish from Sambas
912,boli,roasted plantain dish in Nigeria
914,rice stuffed artichoke,"rice-stuffed artichoke, from the Turkish cuisine"
915,snail satay,East Java food made from snail
916,bandros food,Sundanese coconut hot cake from Indonesia
917,frikkadel,South African dish
918,es goyobod,Indonesian coconut milk based cold beverage
919,es buah,Indonesian iced fruit cocktail dessert
920,shizuoka oden,food in Japan
921,palm nut soup,soup made from palm fruit
922,clorot,Indonesian traditional snack
923,empal gepuk,Indonesian dish
924,sate bandeng,Indonesian dish
925,aguapanela,traditional drink
926,lugbara cuisine,one of the meals of East Africa and the ancient Lado Enclave
927,haşhaşlı çörek,"Turkish ""çörek"" with poppy seeds."
928,fırın sütlaç,"oven-baked version of the Turkish rice pudding known as ""sütlaç"""
929,balık ekmek,fried or grilled fish in a bread loaf
930,boyoz,"Turkish sephardic ""çörek"" or bun"
931,pandispanya,Turkish cake
932,gooseberry,fruit
933,costrada de alcalá,typical dessert from the city of Alcalá de Henares
934,kue rangi,Indonesian coconut waffle
937,babi panggang karo,"roasted pork dish from Karo, North Sumatra"
941,barongko pisang,"Makassar traditional dish of banana mixed with sugar, eggs and coconut milk"
948,tas kebab,Turkish veal or mutton stew
949,kuzu paça,lamb offal dish from Turkey
952,kaz tiridi,"dish from the Turkish cuisine consisting mainly of domestic goose meat, bulgur and ""yufka"""
953,asia town,building in Nigeria
954,okra soup,soup made from the green seed pods of the okra plant
955,supangle,Turkish cuisine pudding dessert
956,sate lilit,Indonesian food
957,traditional food,foods and dishes that are passed on through generations
958,fava,broad bean-based meze from the Turkish cuisine
960,binte biluhuta,"soup consisting of corn, fish or shrimp typical of Gorontalo"
961,bulung,Balian food
962,dadar gulung,Indonesian traditional coconut pancake originating from Java island
964,getuk pisang,Indonesian snack made of banana
967,kagape kambing,Lamb kagapé is Indonesian dish from Jepara
968,kasuami,Traditional food from Southeast Sulawesi
973,keumamah,Acehnese fish dish
976,kue ape,Indonesian type of pancake
977,maksuba,Indonesian traditional layer cake
978,kumbu,Indonesian cake made from green beans
981,nasi brongkos,Indonesian traditional food
983,ongol ongol,Indonesian dish
986,sambalingkung,a type of meat floss or serunding made from fish meat
987,ambal satay,"the variant of satay dish originated from Ambal region in Kebumen Regency, Central Java"
989,kikil satay,Indonesian culinary
990,lalat satay,"madura satay, Indonesia"
991,matang satay,types of mutton or beef satay from Aceh
992,jepara beef satay,"traditional food from Jepara, Indonesia"
995,sie reuboh,"meat stew from Aceh, Indonesia"
997,mi gomak,Indonesian spicy noodle soup dish
998,pindang,Indonesian cooking method
1003,keukarah,"Dessert from Aceh, Indonesia"
1007,meuseukat,dodol-like cake found in Acehnese cuisine
1008,mie kopyok,Indonesian noodle dish
1009,javanese fried rice,Javanese-style of fried rice
1010,roti gambang,Javanese traditional bread
1018,vakfıkebir ekmeği,Turkish bread
1019,sárgatúró,type of Easter food in Hungary made of milk and eggs
1020,kabak kalye,"light dish of spring courgettes, from the Turkish cuisine"
1021,açma,"Turkish bread, widely consumed as street food"
1022,zeytinli açma,Turkish bread with black olive paste filing
1026,pukis,Indonesian hot cake
1028,hamsi tava,"fried ""hamsi""  (European anchovies) dish in the Black Sea Region cuisine of Turkey"
1029,tuo zaafi,Ghanaian delicacy from the North
1032,kuzu haşlama,mutton or lamb stew from Turkey
1034,patlıcanlı köfte,Turkish meatball stew with eggplants
1035,cennet çamuru,dessert from the Turkish cuisine
1036,hamsili pilav,"Turkish cuisine (Black Sea Region) rice dish with ""hamsi"" fish"
1038,jalangkote,Indonesian traditional dumpling of Makassar cuisine
1039,pindang koyong,Indonesian traditional food
1040,bulayak satay,"satay dish from Lombok, Indonesia"
1042,sop saudara,Indonesia traditional buffalo soup
1047,bacem tofu,"Indonesian tofu dish cooked in ""bacem"" style"
1048,köftes in the turkish cuisine,"""köfte"" dishes in the Turkish cuisine"
1049,kuru köfte,Turkish cuisine köfte variety
1050,turkish soups,soups in the Turkish cuisine
1051,ayran soup,"Turkish cold soup with yogurt, chickpeas, and yarma"
1052,ezogelin soup,Turkish soup
1053,haşıl,Turkish dish
1054,kpekpele,food eaten by the Gas during Homowo
1055,puchero de hinojos,"Cooked white beans or chickpeas with fennel, traditional in some areas of Andalusia, Spain"
1056,milk pilaf,Turkish pilav (pilaf)  variety with milk
1058,máchica,type of flour made from ground toasted barley or other toasted grains
1059,pig skin,skin of a pig
1060,kue gapit,Indonesian traditional snack
1061,hare à la royale,French culinary dish
1062,mi caluk,Indonesian traditional noodle
1065,lamb chops,Grilled lamb chops
1066,pirzola,Turkish style lamb chops
1067,uyutma,traditional dried fruit and milk dessert of Turkey
1068,pirzola,Turkish style lamb chops
1069,cranberry,fruit
1070,hooked surfclam cooked,food ingredient
1071,türlü,Turkish vegetable stew
1072,ezme,"Turkish amuse-bouche, meze and/or hot sauce"
1078,breakfast burrito,breakfast entree
1079,tuwo masara corn meal,"meal commonly eaten in northern Nigeria, also known as hausa fufu. Tuwo masara is made from grounded corn"
1080,dodo ikire,special local snack popular in the southwestern part of Nigeria
1081,efo riro,rich Nigeria vegetable stew that is native to the yorubas of the Western Nigeria
1082,kue bugis,Indonesian traditional rice cake
1083,kue satu,Indonesian traditional cake
1084,nsala soup,Nigerian soup popular among the Igbo people and usually prepared for special guests
1085,fura,food in west Africa
1087,manuk labakh,Southeastern Acehnese Cuisine from Indonesia
1091,jaja bendu,Indonesian traditional cake
1093,nasi guri,"kind of rice dishes from Aceh, Indonesia"
1095,gatot,Javanese traditional cake
1103,tarama,roe-based meze common to Turkey and Greece
1109,chemar,an auspicious offering to make at the Losar shrine to bring prosperity in the new year
1110,pancong,Indonesian specialty cakes
1111,kunun tsamiya,"Kunun Tsamiya is a popular drink in the Northern part of Nigeria. It is made using Gero also known as “Pearl Millet”, dried ginger to be specific, cloves, a little dried pepper and tamarind which is called “Tsamiya” in Hausa."
1112,oštiepok,Slovakian smoked cheese
1113,ofada rice,name for heritage varieties of rice grown in south-west Nigeria and used in a variety of dishes
1114,taktouka,"a dish similar to Shakshuka, without the eggs"
1115,pecel pitik,Indonesian dish
1116,edikang ikong,soup native to the Efik people in Nigeria
1117,keema matar,Minced meat dish from India and Pakistan.
1118,rolex,Ugandan street food
1122,kue precet,West Java traditional cake
1127,laz böreği,Turkish dessert
1129,afang,vegetable-based delicacy originating from Sout-south Nigeria usually eaten with starch
1130,khao khluk kapi,Thai cuisine
1133,kacimuih,Indonesia traditional food
1134,sparrow satay,types of satay from Indonesia
1137,tauto pekalongan,Type of soto dish with a tauco mixture
1139,tom yum kung,Thai soup cooked with prawn
1142,gaintha,Odia cuisine
1145,anise seed,"fruit from the Pimpinella anisum plant, used as condiment or spice"
1150,apam johol,Sweetened rice cake in Malaysia
1153,red peach cake,Chinese pastry usually eaten during significant occasions
1154,rendang itiak,Indonesian food
1155,salça,Turkish style tomato or pepper concentrate
1156,biber salçası,bell pepper paste
1159,cacık,Turkish dish
1160,palembang cuisine,cuisine of the people of Palembang
1161,bataw,leavened flatbread from Egypt
1162,sambal shrimp,Indonesian spicy dish made of shrimp
1163,çökertme,Turkish meat dish
1164,huamo,Decorated bun
1166,impossible burger,vegan burger patty product
1192,bagiak,"type of cookie from Banyuwangi, Indonesia"
1218,biapong,bakpao typical of North Sulawesi
1221,bipang rice,Indonesia traditional snack
1247,carang mas,Indonesian sweet snack
1252,cilung,food made from starch
1493,kritcu,Indonesian Snack
1514,pepe,Indonesian specialty cakes
1612,pacri nanas,vegetable dish from Indonesia
1613,pallu kacci,Indonesian traditional food
1689,pindang tulang,Palembang cuisine made of bones or beef
1694,pothil,Indonesian snack made of cassava flour
1710,pork satay,"traditional food from Bali, Indonesia"
1762,soto bogor,Indonesian soup
1851,wedang kacang tanah,Semarang peanut hot drink
1859,food powder,solid food material consisting of small particles
1860,lalo,powder of dried and pounded baobab leaves
1861,garam masala,Indian blend of ground spices
1862,baking powder,dry chemical leavening agent
1864,dream whip,powdered base for a whipped dessert topping
1865,powdered sugar,very fine sugar which contains a small amount of anti-caking agent
1866,milk powder,dehydrated milk
1867,nestle nido,Powdered milk brand
1869,matcha,finely powdered green tea
1870,powdered eggs,fully dehydrated eggs
1871,five spice powder,spice mixture used in Chinese cuisine
1872,cocoa powder,mixture of many substances remaining after cocoa butter is extracted from cacao beans
1874,dutch process cocoa,Dutch process removing cocoa butter and treating the cocoa mass with an alkalizing agent to remove bitterness
1875,fine flavor cocoa,type of cocoa
1876,chocolate powder,powder made from chocolate
1877,chili powder,"dried, pulverized fruit of one or more varieties of chili pepper"
1878,ichimi tougarashi,Japanese chili pepper-only seasoning
1879,cayenne pepper,powdered spice of cayenne peppers
1880,curry powder,spice mix
1881,malted milk,powdered gruel
1882,horlicks,hot drink
1883,cereals and pseudocereals flour,flour as ingredient
1884,paprika,spice made from ground red peppers
1885,paprika itava,PDO designated paprika
1886,pimentón de la vera,"Paprika produced in Spain, of controlled origin from La Vera, a historic region in the northeast of the province of Cáceres in Extremadura"
1887,pimentón de murcia,"Paprika of controlled origin produced in the region of Murcia, an autonomous region of Spain"
1890,szegedi paprika,Hungarian paprika
1891,pimentón de mallorca,"Paprika of controlled origin produced in the region of Mallorca in the Balearic Islands, an autonomous region of Spain"
1892,banana powder,Powder made from processed bananas
1893,coconut milk powder,culinary ingredient
1894,drink mix,processed food product
1895,flavor aid,Non-carbonated soft drink beverage similar to Kool-Aid
1896,soylent,American brand of meal replacement products
1897,g fuel,caffeinated drink mix sold by Gamma Labs
1898,kool aid,brand of flavored drink mix
1899,malted milk,powdered gruel
1900,tang,powdered drink mix
1901,bournvita,Cadbury brand of malted drink mixes
1902,country time,lemon-flavored drink mix
1903,crystal light,line of powdered beverage mixes produced by Kraft Foods
1904,zip,soft drink powder
1905,mio,water additive by Kraft Heinz
1906,pdq chocolate,flavored drink mix
1907,realemon,juice
1908,onion powder,"dehydrated, ground onion commonly used as a seasoning"
1909,pixy stix,Powdered candy brand
1910,garlic powder,type of spice
1912,instant pudding mix,instant food product in a powder form used to create puddings and pie filling
1913,protein powder,dietary supplement
1914,fish protein powder,fish meal product for human consumption
1915,vega,brand of vegan products
1917,kreb,mixture of non-cultivated grains that are harvested from semi-wild grasses in sub-saharan africa
1927,man reman,Indonesian traditional snack
1930,pelleng,Pakpak Batak traditional cuisine
1931,rendang lokan,Indonesian food
1934,pempek lenggang,variant of pempek
1936,fugazzetta,Argentina pizza variety
1937,piccantino,spicy mix
1938,tarator,cold soup
1941,bipang,Indonesia traditional snack
1948,komo satay,traditional food from Indonesia
1957,bikang,"traditional food made of rice flour, wheat flour, and tapioca"
2032,külloströmling,Estonian fish
2033,danguang danguang satay,"traditional food from Minangkabau, Indonesia"
2035,smoked roa fish sauce,Indonesian spicy sauce
2036,naturegg,type of eggs brand name
2037,laverbread,"food product, made from an edible seaweed"
2038,crab melt,sandwich
2039,tlačenka,Czech and Slovak meat dish with brawn
2043,atom,dessert from Turkey
2050,wild rice,type of rice
2051,gari and beans,Staple food in Ghana
2052,gari foto,locally made food from Ghana and Benin
2053,chick fil a waffle potato fries,food served at Chick-fil-A
2054,chick n strips,food served at Chick-fil-a
2055,kikomando,Ugandan bread and bean dish
2056,spleen as food,type of offal
2057,lembut satay,"traditional food from Betawi, Indonesia"
2060,jadah manten,Indonesian traditional food
2061,bakakak hayam,traditional Sundanese chicken dish
2062,asem satay,Indonesian cuisine
2063,susu satay,variations of typical Indonesian food
2064,arayes,"Middle East streetfood, minced meat in pita bred"
2073,artichoke creme,creme with artichoke
2074,mpoto mpoto,Ghanaian food made from yam and stew
2075,dilly bar,ice cream confection at Dairy Queen
2076,revani,Turkish cuisine dessert
2077,mücendra pilavı,dish from the Turkish Cypriot cuisine
2078,slavic ritual food and drinks,ritual meals
2079,yassı kadayıf,Turkish dessert
2081,turkish mantı,food from Turkish cuisine
2082,pearl,"translucent spheres of sago, tapioca, or other starch"
2083,omelette arnold bennett,fish and egg dish
2085,mohanthal,sweet dish from India
2086,toros salad,Eggplant-based salad
2087,marquesita,Yucatec dessert
2088,gulai tambunsu,Indonesian food originating from West Sumatra
2089,pho ga,Vietnamse version of chicken noodle soup
2090,chicken al faham,Arabian dish with chicken
2092,tuwon shinkafa,Nigerian rice pudding
2093,dambu,food from Niger
2094,yayık ayran,type of ayran
2095,corn cheese,Korean food
2097,kala bhuna,Bangladeshi meat curry
